Topic	Words	Frequency	Class
86	abuja, mosques, prayer, problems, holy	7	https://t.me/sudaaan
87	restoring, workers, employees, salaries, labor	15	https://t.me/sudaaan
89	promotion, aspects, ways, regulation, establishment	5	https://t.me/sudaaan
90	pardon, reporting, renew, unit, losing	13	https://t.me/sudaaan
91	affirming, timing, preparatory, jurisdiction, accelerate	1	https://t.me/sudaaan
92	enemy, remnants, infiltrating, mercenaries, noticed	16	https://t.me/sudaaan
93	pharmacy, pharmaceutical, medicines, veterinary, profession	7	https://t.me/sudaaan
94	realized, crisis, lebanon, likely, escalating	2	https://t.me/sudaaan
95	successively, wound, pumping, incubators, regions	2	https://t.me/sudaaan
96	command, summary, 2023, stable, rebel	11	https://t.me/sudaaan
97	background, journalism, suitable, marketing, insistence	3	https://t.me/sudaaan
100	soldiers, victory, army, tidings, discover	9	https://t.me/sudaaan
102	congress, investigative, deliberations, dean, journalism	3	https://t.me/sudaaan
103	tribe, al, tribes, write, rizeigat	10	https://t.me/sudaaan
104	honorable, victory, speedy, valiant, dismantling	7	https://t.me/sudaaan
105	suddenly, mandate, demonstrations, chanting, tonight	1	https://t.me/sudaaan
106	obaid, reconstruction, acting, rashid, fasting	4	https://t.me/sudaaan
107	sovereignty, oath, yahya, overall, chief	2	https://t.me/sudaaan
108	agencies, humanitarian, emergencies, aid, recommendation	6	https://t.me/sudaaan
109	refugee, deport, delegation, refugees, deportation	7	https://t.me/sudaaan
110	drones, losses, concentrations, deals, lookout	6	https://t.me/sudaaan
111	kidney, dialysis, patients, liver, hospital	7	https://t.me/sudaaan
112	rescued, accident, vehicle, trying, cross	1	https://t.me/sudaaan
114	migration, organization, million, channel, 154	7	https://t.me/sudaaan
116	haftar, libya, libyan, wagner, chad	5	https://t.me/sudaaan
117	hilla, al, market, housing, pennies	7	https://t.me/sudaaan
118	son, did, know, uncle, told	21	https://t.me/sudaaan
119	whatsapp, channel, follow, telegram, httpswhatsappcomchaannel0029vb2jdpaixnnnnnnnnnnnnpxuj5a1x	25	https://t.me/sudaaan
120	eliminated, collapsed, rebellion, houses, bridge	2	https://t.me/sudaaan
121	slight, temperatures, maximum, meteorology, rise	1	https://t.me/sudaaan
122	clinic, medical, khashm, patients, room	12	https://t.me/sudaaan
123	dinder, room, medicine, scourge, emergency	1	https://t.me/sudaaan
124	chadian, chad, fact, diaspora, emirati	7	https://t.me/sudaaan
125	whatsapp, correspondent, follow, channel, httpstmesudannm	97	https://t.me/sudaaan
126	hajj, pilgrims, agent, let, packages	4	https://t.me/sudaaan
127	terrorist, gangs, city, militia, artillery	15	https://t.me/sudaaan
128	channel, whatsapp, follow, telegram, httpstmesudaaan	94	https://t.me/sudaaan
129	war, party, issue, ambitions, violations	9	https://t.me/sudaaan
130	migrant, httpstmesdnewsnetlork, telegram, join, scene	1	https://t.me/sudaaan
132	sets, passports, arko, printed, mona	2	https://t.me/sudaaan
134	survived, escaped, dispersal, death, traffickers	1	https://t.me/sudaaan
135	jobs, study, interested, courses, organizations	23	https://t.me/sudaaan
137	weather, slight, temperatures, hot, parts	5	https://t.me/sudaaan
138	secretary, party, congress, organizational, issa	3	https://t.me/sudaaan
139	insurance, establishments, orphans, specializations, resources	2	https://t.me/sudaaan
140	looting, looted, property, guided, solar	17	https://t.me/sudaaan
141	faki, taqaddam, freeze, jaafar, membership	1	https://t.me/sudaaan
143	prisoners, reassures, monitors, exposed, karama	1	https://t.me/sudaaan
144	biography, prize, won, islam, festival	1	https://t.me/sudaaan
146	whatsapp, channel, follow, httpswhatsappcomchannel0029vapgy3o7dmecjcizwq2x, telegram	85	https://t.me/sudaaan
147	card, insufficient, 79, returned, deteriorated	6	https://t.me/sudaaan
148	coverage, fees, httpstmesaqwl, determined, noted	25	https://t.me/sudaaan
149	bird, birds, norway, research, sheep	20	https://t.me/sudaaan
150	economy, availability, investment, restoring, factories	7	https://t.me/sudaaan
151	industries, manufacturing, modern, vegetables, pounds	2	https://t.me/sudaaan
152	boat, mediterranean, migrant, survivors, searching	1	https://t.me/sudaaan
153	transportation, tariffs, proposal, lines, company	6	https://t.me/sudaaan
155	birds, inspecting, allocate, road, reassures	2	https://t.me/sudaaan
156	watan, festival, marwa, collaborator, student	1	https://t.me/sudaaan
157	sennar, placed, discovered, siege, sinja	13	https://t.me/sudaaan
158	responding, reduced, survival, restoration, services	3	https://t.me/sudaaan
159	dimension, juma, briefing, volker, othman	3	https://t.me/sudaaan
160	suspicions, juba, say, peace, healing	2	https://t.me/sudaaan
161	ethical, vote, decision, performing, practice	3	https://t.me/sudaaan
162	greater, al, life, neighborhoods, street	9	https://t.me/sudaaan
163	hospital, heralds, funeral, deceased, clinics	2	https://t.me/sudaaan
165	watan, ad, 2024, news, newspaper	2	https://t.me/sudaaan
166	honest, prevents, coup, appropriate, looking	1	https://t.me/sudaaan
167	competence, haitham, surprised, exploited, health	3	https://t.me/sudaaan
168	symposium, coverage, agency, newspaper, alwatan	1	https://t.me/sudaaan
169	quartet, fingers, consolidating, want, parties	4	https://t.me/sudaaan
170	valiant, cowardly, reassuring, god, victory	2	https://t.me/sudaaan
171	jobs, courses, study, scholarship, opportunity	74	https://t.me/sudaaan
173	scholarship, admission, apply, university, luck	31	https://t.me/sudaaan
175	customers, bank, features, zain, balance	6	https://t.me/sudaaan
177	republican, palace, governorate, proof, abundant	5	https://t.me/sudaaan
178	incubator, atta, chief, commander, mauritanian	4	https://t.me/sudaaan
180	transport, reasons, parking, beans, traffic	8	https://t.me/sudaaan
181	babanusa, clashes, repelled, enemy, vehicles	10	https://t.me/sudaaan
182	london, european, british, union, imposed	5	https://t.me/sudaaan
183	politics, sorry, spare, spent, expatriate	4	https://t.me/sudaaan
184	cairo, definitely, quiet, alexandria, nile	7	https://t.me/sudaaan
185	shouk, rounds, vegetable, qatina, 20	2	https://t.me/sudaaan
186	captain, reuters, nabil, ship, brigadier	2	https://t.me/sudaaan
187	cairo, egyptian, fattah, sisi, returns	4	https://t.me/sudaaan
188	rooms, communications, poses, email, information	4	https://t.me/sudaaan
189	ugandan, uganda, refugees, camp, leadership	6	https://t.me/sudaaan
190	whatsapp, channel, follow, opportunities, facebook	2	https://t.me/sudaaan
191	sponsoring, switzerland, thought, passed, represent	2	https://t.me/sudaaan
192	tells, journey, times, reservoir, dabba	7	https://t.me/sudaaan
193	imprisonment, gang, death, measure, hanging	2	https://t.me/sudaaan
195	posts, omdurman, wild, remember, khalifa	4	https://t.me/sudaaan
196	owns, pharmacies, registered, accused, explained	1	https://t.me/sudaaan
197	uae, emirates, america, geneva, insist	4	https://t.me/sudaaan
198	study, german, actual, english, language	25	https://t.me/sudaaan
200	prince, liberation, abdul, ensuring, al	4	https://t.me/sudaaan
202	shall, transitional, periodic, auspices, submit	3	https://t.me/sudaaan
203	cemetery, gengueid, khartoumal, graves, read	4	https://t.me/sudaaan
204	channel, follow, telegram, httpstmesudaaan, sudan	63	https://t.me/sudaaan
205	statistics, arabs, perished, tv, diaspora	2	https://t.me/sudaaan
206	recognized, view, laws, point, islamic	1	https://t.me/sudaaan
207	raouf, whatsapp, channel, prophet, donate	5	https://t.me/sudaaan
208	sanctions, european, entities, union, trade	4	https://t.me/sudaaan
209	intelligence, egyptian, head, places, fear	2	https://t.me/sudaaan
210	communications, digital, networks, communication, network	3	https://t.me/sudaaan
211	gandhi, operational, monitoring, ibrahim, daily	5	https://t.me/sudaaan
212	asia, correspondent, caliph, khalifa, daily	6	https://t.me/sudaaan
213	hospital, elderly, sick, assisting, destiny	8	https://t.me/sudaaan
215	means, kutum, army, nour, 27	2	https://t.me/sudaaan
218	diwan, zakat, bureau, segment, looked	2	https://t.me/sudaaan
219	liberation, channel, movement, popularresistance, telegram	1	https://t.me/sudaaan
222	istanbul, tourism, travel, summit, fully	5	https://t.me/sudaaan
223	allowance, acceptable, euros, airlines, tickets	25	https://t.me/sudaaan
224	devastation, scenes, television, night, documents	1	https://t.me/sudaaan
225	identification, transport, vehicles, vehicle, highlighting	4	https://t.me/sudaaan
226	compulsory, language, certificate, interact, karry	25	https://t.me/sudaaan
227	dam, renaissance, water, danger, ethiopia	2	https://t.me/sudaaan
228	partnership, prospects, netherlands, seekers, unhcr	6	https://t.me/sudaaan
229	plastic, gang, version, leader, remain	3	https://t.me/sudaaan
230	london, demonstrations, demonstrate, persecution, capitals	3	https://t.me/sudaaan
231	halfaya, deny, khartoumjanjaweedcemetery, volunteers, rumors	1	https://t.me/sudaaan
232	invaders, preaching, greeting, dignity, immediately	8	https://t.me/sudaaan
233	discourse, realistic, root, wagner, indirect	2	https://t.me/sudaaan
234	whatsapp, sabah, garden, channel, follow	3	https://t.me/sudaaan
235	repeat, hour, random, thank, half	1	https://t.me/sudaaan
236	fugitives, speaks, basket, asking, punishment	2	https://t.me/sudaaan
237	image, uae, leak, shows, embassies	3	https://t.me/sudaaan
238	fought, wad, village, al, joy	12	https://t.me/sudaaan
239	jazeera, al, project, transmitted, artistic	3	https://t.me/sudaaan
240	stood, poverty, rahman, connect, assign	3	https://t.me/sudaaan
241	driver, license, driving, drivers, unhcr	44	https://t.me/sudaaan
242	illegal, impersonating, 105, freely, firmly	3	https://t.me/sudaaan
243	supervising, escaping, convicted, prisons, hadi	2	https://t.me/sudaaan
244	harming, rush, humiliating, watching, condemning	2	https://t.me/sudaaan
245	tea, hotel, types, lentils, started	9	https://t.me/sudaaan
247	island, beloved, villages, land, village	9	https://t.me/sudaaan
248	infantry, division, brigade, 22nd, sixth	4	https://t.me/sudaaan
249	girl, arqin, gold, intelligence, kilos	4	https://t.me/sudaaan
250	zakat, whatsapp, bureau, category, kassala	4	https://t.me/sudaaan
251	plundered, occupied, refuge, homes, went	3	https://t.me/sudaaan
253	bleeding, sword, al, bit, hungry	4	https://t.me/sudaaan
254	hands, homelands, betrayed, limbs, truly	2	https://t.me/sudaaan
255	nazir, mansour, moneim, passing, loss	1	https://t.me/sudaaan
256	steal, supposed, elections, help, umma	1	https://t.me/sudaaan
257	study, admission, apply, luck, register	21	https://t.me/sudaaan
258	milk, satisfaction, address, listened, clinics	1	https://t.me/sudaaan
259	bought, hungry, pregnant, mothers, milk	2	https://t.me/sudaaan
260	qatina, house, gandhi, stormed, neighborhoods	9	https://t.me/sudaaan
261	officers, kabashi, non, salute, reassure	4	https://t.me/sudaaan
262	bodies, stray, mamoun, dogs, recovered	2	https://t.me/sudaaan
263	chasing, morally, legally, middle, says	3	https://t.me/sudaaan
265	moments, rizeigat, hearts, words, arabs	5	https://t.me/sudaaan
266	division, entertainment, infantry, 1st, guidance	1	https://t.me/sudaaan
267	commit, crimes, militia, eradicate, ethnicity	3	https://t.me/sudaaan
268	courses, english, academy, networking, study	42	https://t.me/sudaaan
269	ireland, slow, honesty, suspicion, collaborators	2	https://t.me/sudaaan
270	danger, chadian, changes, reflects, points	1	https://t.me/sudaaan
271	failure, claim, specific, crossing, basis	1	https://t.me/sudaaan
272	version, 46, latest, application, follow	1	https://t.me/sudaaan
273	iron, beating, lesson, perpetrators, making	1	https://t.me/sudaaan
275	uae, focus, weapon, clarified, parties	6	https://t.me/sudaaan
276	english, language, luck, benefit, hoping	37	https://t.me/sudaaan
277	successful, enhance, remove, protection, land	1	https://t.me/sudaaan
279	impose, relying, systematically, instability, scale	2	https://t.me/sudaaan
280	uae, sits, disregard, geneva, mediator	2	https://t.me/sudaaan
281	khair, shall, hands, makkawi, extremely	3	https://t.me/sudaaan
282	dead, doctors, wounded, result, network	3	https://t.me/sudaaan
283	courses, english, language, interested, jobs	40	https://t.me/sudaaan
285	channel, telegram, follow, sudan, single	39	https://t.me/sudaaan
286	jobs, interested, organizations, courses, contains	40	https://t.me/sudaaan
287	maximum, age, 30, years, reliable	25	https://t.me/sudaaan
-1	al, militia, burhan, war, sudanese	3844	https://t.me/kraray224466
0	al, axis, army, rapid, fasher	178	https://t.me/kraray224466
1	education, students, exams, certificate, school	188	https://t.me/kraray224466
2	humanitarian, aid, food, united, nations	67	https://t.me/kraray224466
3	hilal, sports, league, al, cup	84	https://t.me/kraray224466
4	iran, iranian, uae, missiles, saudi	32	https://t.me/kraray224466
5	newspaper, sudani, al, kamel, headlines	28	https://t.me/kraray224466
6	ethiopian, ethiopia, tigray, eritrea, addis	42	https://t.me/kraray224466
7	cholera, cases, dengue, fever, epidemic	36	https://t.me/kraray224466
8	palestinian, gaza, israeli, israel, palestine	29	https://t.me/kraray224466
9	al, village, militia, hasahisa, fasher	54	https://t.me/kraray224466
10	women, girls, violence, sexual, rape	24	https://t.me/kraray224466
11	season, agricultural, agriculture, winter, farmers	30	https://t.me/kraray224466
12	militia, civilians, women, displacement, neighborhoods	38	https://t.me/kraray224466
13	god, oh, reward, lord, ask	57	https://t.me/kraray224466
14	publish, showing, trips, messages, send	2	https://t.me/kraray224466
16	definition, alliances, absent, apparatus, forming	15	https://t.me/kraray224466
17	baskets, food, crescent, volunteers, distributes	73	https://t.me/kraray224466
18	genocide, crimes, international, systematic, memory	33	https://t.me/kraray224466
19	foreign, ambassador, egyptian, affairs, brotherly	40	https://t.me/kraray224466
20	meets, al, governor, minister, health	19	https://t.me/kraray224466
21	doctors, medical, azhari, health, shelter	30	https://t.me/kraray224466
22	steadfast, valiant, army, axes, victory	53	https://t.me/kraray224466
23	burhan, hamdok, prime, arman, party	17	https://t.me/kraray224466
24	displaced, al, tawila, fasher, el	31	https://t.me/kraray224466
25	refugees, commissioner, chad, unhcr, chadian	16	https://t.me/kraray224466
26	blue, nile, karry, governor, north	62	https://t.me/kraray224466
27	al, city, benishangul, defenses, fasher	28	https://t.me/kraray224466
28	ethiopian, ethiopia, refugees, forests, kidnapped	13	https://t.me/kraray224466
29	police, security, crime, campaigns, khartoum	31	https://t.me/kraray224466
30	bank, banks, dollar, pound, currency	22	https://t.me/kraray224466
31	airport, flights, aviation, airlines, airspace	32	https://t.me/kraray224466
32	passports, passport, registry, immigration, police	32	https://t.me/kraray224466
33	police, crime, security, intelligence, secure	27	https://t.me/kraray224466
34	rain, floods, rains, torrential, torrents	24	https://t.me/kraray224466
35	ceasefire, commitments, truce, coordinate, warring	15	https://t.me/kraray224466
36	rebellion, revolution, 56, wing, democracy	15	https://t.me/kraray224466
37	al, rebel, taher, relatives, hemedti	27	https://t.me/kraray224466
38	law, case, court, justice, judge	22	https://t.me/kraray224466
39	egypt, embassy, deportation, voluntary, egyptian	25	https://t.me/kraray224466
40	mineral, mining, company, gold, resources	25	https://t.me/kraray224466
42	rights, human, geneva, commission, african	21	https://t.me/kraray224466
43	banks, banking, portfolio, billion, rate	5	https://t.me/kraray224466
44	assessment, concludes, risk, global, workshop	1	https://t.me/kraray224466
45	drug, drugs, pills, smuggling, seize	13	https://t.me/kraray224466
46	trafficking, human, hostages, smuggling, operations	7	https://t.me/kraray224466
47	answer, slightest, clarify, definitely, zero	14	https://t.me/kraray224466
48	african, union, membership, continent, president	30	https://t.me/kraray224466
49	god, bless, messenger, grant, oh	28	https://t.me/kraray224466
50	bid, farewell, heading, thank, eastern	1	https://t.me/kraray224466
51	electricity, electrical, stations, company, maintenance	19	https://t.me/kraray224466
52	displaced, renting, apartments, rented, exacerbates	9	https://t.me/kraray224466
53	energy, oil, refinery, pumping, moscow	5	https://t.me/kraray224466
54	headlines, al, burhan, news, army	53	https://t.me/kraray224466
55	97, al, abdul, din, hamid	41	https://t.me/kraray224466
56	starlink, networks, communication, devices, ones	22	https://t.me/kraray224466
57	ad, bulletin, 2024, headlines, 2025	26	https://t.me/kraray224466
58	ministries, khartoum, kamel, returned, headquarters	22	https://t.me/kraray224466
59	customs, luggage, exempt, brigadier, goods	24	https://t.me/kraray224466
60	taxes, budget, finance, mandate, exemptions	10	https://t.me/kraray224466
62	sudani, headlines, karari, newspaper, newspapers	19	https://t.me/kraray224466
63	oh, god, protect, mighty, victory	14	https://t.me/kraray224466
64	battle, adversity, truth, history, stands	23	https://t.me/kraray224466
65	health, personnel, vigilance, exist, surgery	6	https://t.me/kraray224466
66	envoy, representative, council, security, proposals	18	https://t.me/kraray224466
67	weather, moderate, temperatures, hot, cold	9	https://t.me/kraray224466
68	revolutions, revolution, political, injustice, real	20	https://t.me/kraray224466
69	suna, agency, news, sudan, sama	1	https://t.me/kraray224466
70	passports, passport, immigration, administration, general	17	https://t.me/kraray224466
71	journalists, media, professionals, syndicate, union	13	https://t.me/kraray224466
72	court, genocide, justice, crimes, criminal	15	https://t.me/kraray224466
73	egyptian, egypt, brotherly, russian, foreign	30	https://t.me/kraray224466
74	riding, slow, tonight, tight, expect	7	https://t.me/kraray224466
75	speedy, recovery, martyrs, mercy, wounded	15	https://t.me/kraray224466
76	vehicles, losses, equipment, combat, heavy	14	https://t.me/kraray224466
77	artist, artists, artistic, pain, dimension	18	https://t.me/kraray224466
78	terrorist, terrorism, militia, classify, crimes	17	https://t.me/kraray224466
79	water, station, aba, drinking, irrigation	13	https://t.me/kraray224466
80	god, battle, dear, victory, conquest	19	https://t.me/kraray224466
81	deportation, violators, deported, immigration, foreigners	16	https://t.me/kraray224466
82	shambat, rental, neighborhoods, repair, eligible	11	https://t.me/kraray224466
83	hospital, center, health, medical, al	17	https://t.me/kraray224466
84	lawyer, victim, accused, court, ruled	10	https://t.me/kraray224466
85	headlines, newspapers, sudani, newspaper, issued	8	https://t.me/kraray224466
86	church, mosque, khair, solidarity, sheikh	9	https://t.me/kraray224466
87	restoring, workers, unemployment, labor, skilled	8	https://t.me/kraray224466
88	debts, bank, finance, mohiuddin, fifteenth	5	https://t.me/kraray224466
89	london, location, foreign, countries, relations	10	https://t.me/kraray224466
90	equal, formations, try, customers, army	13	https://t.me/kraray224466
91	expressed, satisfaction, peace, african, league	5	https://t.me/kraray224466
92	infiltrating, heroes, usual, battle, enemy	14	https://t.me/kraray224466
93	pharmacists, association, pharmaceutical, professionals, caution	7	https://t.me/kraray224466
94	oil, marketing, petroleum, adel, company	5	https://t.me/kraray224466
95	kordofan, west, conflicts, realize, little	7	https://t.me/kraray224466
96	command, chief, officers, personnel, strengthened	4	https://t.me/kraray224466
97	publications, media, emphasis, statements, press	2	https://t.me/kraray224466
100	soldiers, army, field, confidence, joy	10	https://t.me/kraray224466
101	kordofan, blue, north, corporation, television	3	https://t.me/kraray224466
102	trump, investigative, deliberations, journalism, supporter	5	https://t.me/kraray224466
103	hamad, shield, diaspora, tribe, homeland	10	https://t.me/kraray224466
104	speedy, resolve, valiant, conquest, victory	9	https://t.me/kraray224466
105	kamel, apology, 64, demonstrations, idris	5	https://t.me/kraray224466
106	widows, preachers, imams, ramadan, umrah	8	https://t.me/kraray224466
107	sovereignty, overall, chief, lieutenant, briefed	11	https://t.me/kraray224466
108	sectors, enlightening, humanitarian, emergencies, hotel	3	https://t.me/kraray224466
109	cards, yellow, deport, registered, refugees	5	https://t.me/kraray224466
110	drones, missiles, anti, drone, sky	12	https://t.me/kraray224466
111	kidney, dialysis, patients, hospital, machines	13	https://t.me/kraray224466
112	libya, yes, immigrants, libyan, illegal	7	https://t.me/kraray224466
114	migration, internally, million, dutch, 12	4	https://t.me/kraray224466
115	sectors, external, economic, workers, infrastructure	7	https://t.me/kraray224466
116	haftar, libyan, libya, desert, khalifa	12	https://t.me/kraray224466
117	rental, estate, sabreen, apartment, real	10	https://t.me/kraray224466
118	mother, son, nights, daughter, returning	4	https://t.me/kraray224466
120	sabotage, al, cultural, communications, stray	4	https://t.me/kraray224466
121	temperatures, slight, meteorology, maximum, rise	12	https://t.me/kraray224466
122	stray, treatment, ice, clinics, embrace	4	https://t.me/kraray224466
123	doctors, network, killed, medical, trapped	6	https://t.me/kraray224466
124	chadian, chad, border, birth, nationality	13	https://t.me/kraray224466
126	hajj, pilgrims, umrah, ah, season	19	https://t.me/kraray224466
127	terrorist, artillery, city, militia, gangs	12	https://t.me/kraray224466
129	chosen, war, imposed, debate, divide	9	https://t.me/kraray224466
132	minawi, leave, bias, minni, voices	2	https://t.me/kraray224466
134	noon, demonstration, london, greater, 14	1	https://t.me/kraray224466
135	climate, change, summit, message249, jobs	8	https://t.me/kraray224466
136	win, strength, god, prevail, help	6	https://t.me/kraray224466
137	weather, hot, temperatures, moderate, parts	10	https://t.me/kraray224466
138	secretary, party, elections, bloc, congress	7	https://t.me/kraray224466
139	insurance, installing, orphans, health, 56	4	https://t.me/kraray224466
140	looting, infiltrate, stealing, outskirts, vandalized	4	https://t.me/kraray224466
141	accurate, poles, transient, excessive, rational	3	https://t.me/kraray224466
142	watan, 2025, dubai, news, al	4	https://t.me/kraray224466
143	bashir, temptations, sentenced, escaped, politicians	3	https://t.me/kraray224466
144	film, fingers, shown, theater, symptoms	8	https://t.me/kraray224466
145	instability, extremism, list, terrorist, terrorism	6	https://t.me/kraray224466
147	returnees, return, registered, residency, voluntary	8	https://t.me/kraray224466
149	cows, sheep, discovered, farm, saw	7	https://t.me/kraray224466
150	economy, restoring, factories, investment, medium	5	https://t.me/kraray224466
151	meat, availability, pounds, economies, reopen	5	https://t.me/kraray224466
152	boat, coast, migrants, tunisian, drowned	3	https://t.me/kraray224466
153	transportation, maintaining, site, arranges, bathrooms	5	https://t.me/kraray224466
154	karari, headlines, channel, 2026, issued	48	https://t.me/kraray224466
155	road, roads, maintenance, bridge, halfaya	7	https://t.me/kraray224466
156	watan, nasr, 2025, festival, ad	10	https://t.me/kraray224466
157	egyptian, steadfast, regiment, history, immigrated	9	https://t.me/kraray224466
158	organizing, shelter, social, planning, homeless	9	https://t.me/kraray224466
159	guterres, secretary, ceasefire, unamid, marches	4	https://t.me/kraray224466
160	possibilities, amani, narratives, peace, analysis	4	https://t.me/kraray224466
161	decision, performing, representation, professionals, practice	5	https://t.me/kraray224466
162	calm, neighborhood, normal, life, witnessed	17	https://t.me/kraray224466
163	health, insurance, eid, governor, kordofan	10	https://t.me/kraray224466
165	watan, ad, 2024, news, summary	4	https://t.me/kraray224466
166	july, freeze, victorious, alongside, balance	3	https://t.me/kraray224466
167	haitham, health, 115, ministry, al	5	https://t.me/kraray224466
168	newspaper, sawt, al, balad, atta	10	https://t.me/kraray224466
169	allies, interests, truce, america, american	6	https://t.me/kraray224466
170	god, victory, oh, willing, grant	17	https://t.me/kraray224466
172	broadcasts, taqaddam, umm, store, brotherhood	4	https://t.me/kraray224466
173	scholarship, admission, apply, university, municipality	1	https://t.me/kraray224466
175	payment, features, transactions, banks, valued	5	https://t.me/kraray224466
177	flags, republican, ella, palace, quartet	10	https://t.me/kraray224466
178	fateful, reassured, pride, armed, fronts	10	https://t.me/kraray224466
180	traffic, reckless, vehicles, buses, staying	5	https://t.me/kraray224466
181	retreated, farm, snipers, fought, soba	3	https://t.me/kraray224466
182	constructive, european, british, engagement, britain	11	https://t.me/kraray224466
183	expatriates, striking, married, apartment, publish	4	https://t.me/kraray224466
184	desert, spot, discover, photos, narrow	8	https://t.me/kraray224466
185	hillat, attempts, civilians, rebel, bombing	7	https://t.me/kraray224466
186	lieutenant, abyad, jaber, commander, general	10	https://t.me/kraray224466
187	egyptian, adjust, conveyed, nawara, 120	6	https://t.me/kraray224466
188	information, personality, applied, technologies, email	5	https://t.me/kraray224466
189	uganda, ugandan, refugees, fall, reassurance	4	https://t.me/kraray224466
190	interaction, channel, follow, whatsapp, telegram	16	https://t.me/kraray224466
191	affirming, ignores, observer, visions, participants	3	https://t.me/kraray224466
192	del, smugglers, search, journey, libya	7	https://t.me/kraray224466
193	imprisonment, sentence, insulting, prison, death	8	https://t.me/kraray224466
195	omdurman, blogging, source, 2025, wild	7	https://t.me/kraray224466
196	items, theft, household, residence, age	5	https://t.me/kraray224466
197	uae, fatal, emirates, revenge, embassies	9	https://t.me/kraray224466
198	karari, channel, telegram, study, httpstmekraray224466	38	https://t.me/kraray224466
199	homeland, 2026, ad, november, news	5	https://t.me/kraray224466
200	letter, al, division, anwar, sorry	2	https://t.me/kraray224466
201	dams, dam, renaissance, construction, egypt	2	https://t.me/kraray224466
202	evaluating, shall, periodic, depends, submit	3	https://t.me/kraray224466
203	cemetery, gengueid, khartoumal, cemeteries, sadness	1	https://t.me/kraray224466
205	homeland, 2025, november, ad, news	6	https://t.me/kraray224466
206	holy, quran, jurisprudence, ramadan, pray	4	https://t.me/kraray224466
207	clothes, notification, contribute, sends, lot	7	https://t.me/kraray224466
208	unanimously, prohibition, sanctions, 2005, freezing	1	https://t.me/kraray224466
209	intelligence, service, misleading, sleeper, saw	6	https://t.me/kraray224466
210	digital, transformation, communications, expansion, devices	4	https://t.me/kraray224466
211	operational, gender, plot, dispersed, destroyed	18	https://t.me/kraray224466
212	asia, correspondent, daily, axis, khalifa	6	https://t.me/kraray224466
213	elderly, band, hospital, wounded, reassured	7	https://t.me/kraray224466
214	channel, httpstmekraray224466, karry, net, repeat	60	https://t.me/kraray224466
215	69, sudanesearmedforces, sudantoday, sudannews, army	4	https://t.me/kraray224466
216	electric, heavily, zadna, 52, torrents	4	https://t.me/kraray224466
217	antiquities, documentation, heritage, museum, library	3	https://t.me/kraray224466
218	zakat, bureau, segment, expatriates, thirty	8	https://t.me/kraray224466
221	dirhams, professor, fatima, tayeb, rabak	2	https://t.me/kraray224466
222	tourism, oman, flights, travel, establishes	5	https://t.me/kraray224466
224	tv, sell, radio, waste, television	2	https://t.me/kraray224466
225	highlighting, car, documents, attached, attend	3	https://t.me/kraray224466
226	interact, karry, compulsory, channel, telegram	30	https://t.me/kraray224466
227	existential, dams, dam, water, renaissance	5	https://t.me/kraray224466
228	unhcr, play, questioning, strictly, resettlement	4	https://t.me/kraray224466
229	darfur, mercenary, marginalized, sedition, cheap	8	https://t.me/kraray224466
230	demonstration, london, british, gathering, honorable	9	https://t.me/kraray224466
232	meters, barrier, lions, mattresses, stood	7	https://t.me/kraray224466
233	end, stop, aqar, war, consult	3	https://t.me/kraray224466
234	varying, area, tents, destroys, marra	3	https://t.me/kraray224466
235	meteorology, rains, rain, heavy, warns	5	https://t.me/kraray224466
236	hanging, sentence, foreigner, imprisoned, complain	4	https://t.me/kraray224466
237	uae, image, narratives, terrorist, embassies	7	https://t.me/kraray224466
238	village, joy, domination, unwavering, belief	4	https://t.me/kraray224466
239	jazeera, al, project, factor, anwar	9	https://t.me/kraray224466
240	al, inspection, arqin, imminent, conditions	6	https://t.me/kraray224466
242	adri, 95, illegally, residing, remaining	2	https://t.me/kraray224466
243	release, detention, detainees, deprivation, prison	4	https://t.me/kraray224466
244	massacres, crimes, committed, civilians, janjaweed	6	https://t.me/kraray224466
245	dinner, procession, turns, collective, kilograms	1	https://t.me/kraray224466
246	cars, import, cabinet, procedures, relevant	2	https://t.me/kraray224466
247	island, beloved, liberation, luxurious, assaults	7	https://t.me/kraray224466
248	infantry, division, brigade, anti, 22nd	8	https://t.me/kraray224466
249	gold, vigilance, seized, sisters, thirty	3	https://t.me/kraray224466
250	meat, bags, zakat, distribution, localities	2	https://t.me/kraray224466
251	rubble, turns, slightest, regulation, prolonged	6	https://t.me/kraray224466
252	salva, kiir, written, presidential, palace	2	https://t.me/kraray224466
253	retreated, neglected, ibn, missed, just	3	https://t.me/kraray224466
254	homeland, traitor, courtesy, imagined, adversity	7	https://t.me/kraray224466
255	crowd, unite, strongest, gathered, prime	3	https://t.me/kraray224466
256	shift, umma, party, suit, disavows	2	https://t.me/kraray224466
258	milk, satisfaction, address, listened, clinics	2	https://t.me/kraray224466
259	asphalt, awaiting, pregnant, birth, dignity	1	https://t.me/kraray224466
260	villages, looting, militia, expanding, caused	7	https://t.me/kraray224466
261	rukn, accordingly, minutes, sacrifice, colonel	3	https://t.me/kraray224466
262	stray, dogs, sad, drowned, bodies	2	https://t.me/kraray224466
263	builds, rulings, towers, customers, getting	5	https://t.me/kraray224466
264	initial, estimates, seventh, exceeded, indicate	2	https://t.me/kraray224466
